monster_unique_id,monster_parent,monster_name,monster_origin,monster_type,monster_alignment,monster_ac,monster_hp,monster_speed,monster_str,monster_dex,monster_con,monster_int,monster_wis,monster_cha,monster_saving_throws,monster_damage_vulnerabilities,monster_damage_resistances,monster_damage_immunities,monster_condition_immunities,monster_senses,monster_languages,monster_skills,monster_challenge_rating,monster_unique_ability_paragraph_1,monster_unique_ability_paragraph_2,monster_unique_ability_paragraph_3,monster_unique_ability_paragraph_4,monster_unique_ability_paragraph_5,monster_unique_ability_paragraph_6,monster_unique_ability_paragraph_7,monster_action_paragraph_1,monster_action_paragraph_2,monster_action_paragraph_3,monster_action_paragraph_4,monster_action_paragraph_5,monster_action_paragraph_6,monster_action_paragraph_7,monster_legendary_action_paragraph_1,monster_legendary_action_paragraph_2,monster_legendary_action_paragraph_3,monster_legendary_action_paragraph_4,monster_legendary_action_paragraph_5,@image1,@image2
dndgpt_mon_0164,Oozes,Black Pudding,srd 5.1,"Large ooze, unaligned",,7,85 (10d10 + 30),"20 ft., climb 20 ft.",16 (+3),5 (-3),16 (+3),1 (-5),6 (-2),1 (-5),,,,"acid, cold, lightning, slashing","blinded, charmed, deafened, exhaustion, frightened, prone","blindsight 60 ft. (blind beyond this radius), passive Perception 8",-,,"4 (1,100 XP)",Amorphous. The pudding can move through a space as narrow as 1 inch wide without squeezing.,"Corrosive Form. A creature that touches the pudding or hits it with a melee attack while within 5 feet of it takes 4 (1d8) acid damage. Any nonmagical weapon made of metal or wood that hits the pudding corrodes. After dealing damage, the weapon takes a permanent and cumulative -1 penalty to damage rolls. If its penalty drops to -5, the weapon is destroyed.","Spider Climb. The pudding can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.",,,,,"Pseudopod. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) bludgeoning damage plus 18 (4d8) acid damage. In addition, nonmagical armor worn by the target is partly dissolved and takes a permanent and cumulative -1 penalty to the AC it offers. The armor is destroyed if the penalty reduces its AC to 10.",,,,,,,,,,,,,
dndgpt_mon_0165,Oozes,Gelatinous Cube,srd 5.1,"Large ooze, unaligned",,6,84 (8d10 + 40),15 ft.,14 (+2),3 (-4),20 (+5),1 (-5),6 (-2),1 (-5),,,,,"blinded, charmed, deafened, exhaustion, frightened, prone","blindsight 60 ft. (blind beyond this radius), passive Perception 8",-,,2 (450 XP),"Ooze Cube. The cube takes up its entire space. Other creatures can enter the space, but a creature that does so is subjected to the cube's Engulf and has disadvantage on the saving throw.",Creatures inside the cube can be seen but have total cover.,"A creature within 5 feet of the cube can take an action to pull a creature or object out of the cube. Doing so requires a successful DC 12 Strength check, and the creature making the attempt takes 10 (3d6) acid damage.",The cube can hold only one Large creature or up to four Medium or smaller creatures inside it at a time.,"Transparent. Even when the cube is in plain sight, it takes a successful DC 15 Wisdom (Perception) check to spot a cube that has neither moved nor attacked. A creature that tries to enter the cube's space while unaware of the cube is surprised by the cube.",,,"Pseudopod. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 10 (3d6) acid damage.","Engulf. The cube moves up to its speed. While doing so, it can enter Large or smaller creatures' spaces. Whenever the cube enters a creature's space, the creature must make a DC 12 Dexterity saving throw. On a successful save, the creature can choose to be pushed 5 feet back or to the side of the cube. A creature that chooses not to be pushed suffers the consequences of a failed saving throw. On a failed save, the cube enters the creature's space, and the creature takes 10 (3d6) acid damage and is engulfed. The engulfed creature can't breathe, is restrained, and takes 21 (6d6) acid damage at the start of each of the cube's turns. When the cube moves, the engulfed creature moves with it.","An engulfed creature can try to escape by taking an action to make a DC 12 Strength check. On a success, the creature escapes and enters a space of its choice within 5 feet of the cube.",,,,,,,,,,,
dndgpt_mon_0166,Oozes,Gray Ooze,srd 5.1,"Medium ooze, unaligned",,8,22 (3d8 + 9),"10 ft., climb 10 ft.",12 (+1),6 (-2),16 (+3),1 (-5),6 (-2),2 (-4),,,"acid, cold, fire",,"blinded, charmed, deafened, exhaustion, frightened, prone","blindsight 60 ft. (blind beyond this radius), passive Perception 8",-,Stealth +2,1/2 (100 XP),,,,,,,,,,,,,,,,,,,,,
dndgpt_mon_0167,Oozes,Ochre Jelly,srd 5.1,"Large ooze, unaligned",,8,45 (6d10 + 12),"10 ft., climb 10 ft.",15 (+2),6 (-2),14 (+2),2 (-4),6 (-2),1 (-5),CON +4,,acid,"lightning, slashing","blinded, charmed, deafened, exhaustion, frightened, prone","blindsight 60 ft. (blind beyond this radius), passive Perception 8",,,2 (450 XP),Amorphous. The jelly can move through a space as narrow as 1 inch wide without squeezing.,"Spider Climb. The jelly can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.",,,,,,"Pseudopod. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 4 (1d6 + 1) bludgeoning damage plus 7 (2d6) acid damage, and if the target is wearing nonmagical metal armor, its armor is partly corroded and takes a permanent and cumulative -1 penalty to the AC it offers. The armor is destroyed if the penalty reduces its AC to 10.",,,,,,,,,,,,,
dndgpt_mon_0168,,Orc,srd 5.1,Humanoid,Chaotic Evil,13 (hide armor),15 (2d8 + 6),30 ft.,16 (+3),12 (+1),16 (+3),8 (-1),11 (+0),10 (+0),"Str +5, Con +5",,,,,"darkvision 60 ft., passive Perception 10","Common, Orc","Athletics +5, Intimidation +2",1/2 (100 XP),"Aggressive. As a bonus action, the orc can move up to its speed toward a hostile creature that it can see.",,,,,,,"Greataxe. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (1d12 + 3) slashing damage.","Javelin. Ranged Weapon Attack: +5 to hit, range 30/120 ft., one target. Hit: 5 (1d6 + 3) piercing damage.",,,,,,,,,,,,
dndgpt_mon_0169,,Otyugh,srd 5.1,"Large aberration, neutral",Neutral,14 (natural armor),114 (12d10 + 48),30 ft.,16 (+3),11 (+0),19 (+4),6 (-2),13 (+1),6 (-2),Con +7,,,,,"darkvision 120 ft., passive Perception 11",Otyugh,,"5 (1,800 XP)",Limited Telepathy. The otyugh can magically transmit simple messages and images to any creature within 120 feet of it that can understand a language. This form of telepathy doesn't allow the receiving creature to telepathically respond.,,,,,,,Multiattack. The otyugh makes three attacks: one with its bite and two with its tentacles.,"Bite. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 12 (2d8 + 3) piercing damage. If the target is a creature, it must succeed on a DC 15 Constitution saving throw against disease or become poisoned until the disease is cured. Every 24 hours that elapse, the target must repeat the saving throw, reducing its hit point maximum by 5 (1d10) on a failure. The disease is cured on a success. The target dies if the disease reduces its hit point maximum to 0.","Tentacle. Melee Weapon Attack: +6 to hit, reach 10 ft., one target. Hit: 7 (1d8 + 3) bludgeoning damage plus 4 (1d8) piercing damage. If the target is Medium or smaller, it is grappled (escape DC 13) and restrained until the grapple ends. The otyugh has two tentacles, each of which can grapple one target.","Tentacle Slam. The otyugh slams creatures grappled by it into each other or a solid surface. Each creature must succeed on a DC 14 Constitution saving throw or take 10 (2d6 + 3) bludgeoning damage and be stunned until the end of the otyugh's next turn. On a successful save, the target takes half the bludgeoning damage and isn't stunned.",,,,,,,,,,
dndgpt_mon_0170,,Owlbear,srd 5.1,"Large monstrosity, unaligned",,13 (natural armor),59 (7d10 + 21),40 ft.,20 (+5),12 (+1),17 (+3),3 (-4),12 (+1),7 (-2),"DEX +3, CON +5",,,,,"darkvision 60 ft., passive Perception 13",-,Perception +3,3 (700 XP),Keen Sight and Smell. The owlbear has advantage on Wisdom (Perception) checks that rely on sight or smell.,,,,,,,Multiattack. The owlbear makes two attacks: one with its beak and one with its claws.,"Beak. Melee Weapon Attack: +7 to hit, reach 5 ft., one creature. Hit: 10 (1d10 + 5) piercing damage.","Claws. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 14 (2d8 + 5) slashing damage.",,,,,,,,,,,
dndgpt_mon_0171,,Pegasus,srd 5.1,"Large celestial, chaotic good",Chaotic Good,12,59 (7d10 + 21),"60 ft., fly 90 ft.",18 (+4),15 (+2),16 (+3),10 (+0),15 (+2),13 (+1),"Dex +4, Wis +4, Cha +3",,,,,passive Perception 16,"understands Celestial, Common, Elvish, and Sylvan but can't speak",Perception +6,2 (450 XP),,,,,,,,"Hooves. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) bludgeoning damage.",,,,,,,,,,,,,
dndgpt_mon_0172,,Pseudodragon,srd 5.1,Tiny dragon,neutral good,13 (natural armor),7 (2d4 + 2),"15 ft., fly 60 ft.",6 (-2),15 (+2),13 (+1),10 (+0),12 (+1),10 (+0),"DEX +4, CON +1",,,,,"blindsight 10 ft., darkvision 60 ft., passive Perception 13",understands Common and Draconic but can't speak,"Perception +3, Stealth +4",1/4 (50 XP),"Keen Senses. The pseudodragon has advantage on Wisdom (Perception) checks that rely on sight, hearing, or smell.",Magic Resistance. The pseudodragon has advantage on saving throws against spells and other magical effects.,"Limited Telepathy. The pseudodragon can magically communicate simple ideas, emotions, and images telepathically with any creature within 100 feet of it that can understand a language.",,,,,"Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2) piercing damage.","Sting. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 4 (1d4 + 2) piercing damage, and the target must succeed on a DC 11 Constitution saving throw or become poisoned for 1 hour. If the saving throw fails by 5 or more, the target falls unconscious for the same duration, or until it takes damage or another creature uses an action to shake it awake.",,,,,,,,,,,,
dndgpt_mon_0173,,Purple Worm,srd 5.1,"Gargantuan monstrosity, unaligned",,18 (natural armor),247 (15d20 + 90),"50 ft., burrow 30 ft.",28 (+9),7 (-2),22 (+6),1 (-5),8 (-1),4 (-3),"Con +11, Wis +4",,,,,"blindsight 30 ft., tremorsense 60 ft., passive Perception 9",-,,"15 (13,000 XP)",Tunneler. The worm can burrow through solid rock at half its burrow speed and leaves a 10-foot-diameter tunnel in its wake.,,,,,,,Multiattack. The worm makes two attacks: one with its bite and one with its stinger.,"Bite. Melee Weapon Attack: +9 to hit, reach 10 ft., one target. Hit: 22 (3d8 + 9) piercing damage. If the target is a Large or smaller creature, it must succeed on a DC 19 Dexterity saving throw or be swallowed by the worm. A swallowed creature is blinded and restrained, it has total cover against attacks and other effects outside the worm, and it takes 21 (6d6) acid damage at the start of each of the worm's turns.",,,,,,,,,,,,
dndgpt_mon_0174,,Rakshasa,srd 5.1,"Medium fiend, lawful evil",lawful evil,16 (natural armor),110 (13d8 + 52),40 ft.,14 (+2),17 (+3),18 (+4),13 (+1),16 (+3),20 (+5),"DEX +7, CON +8, WIS +8, CHA +10",piercing from magic weapons wielded by good creatures,,"bludgeoning, piercing, and slashing from nonmagical attacks",,"darkvision 60 ft., passive Perception 13","Common, Infernal","Deception +10, Insight +8","13 (10,000 XP)",Limited Magic Immunity. The rakshasa can't be affected or detected by spells of 6th level or lower unless it wishes to be. It has advantage on saving throws against all other spells and magical effects.,"Innate Spellcasting. The rakshasa's innate spellcasting ability is Charisma (spell save DC 18, +10 to hit with spell attacks). The rakshasa can innately cast the following spells, requiring no material components: At will: detect thoughts, disguise self, mage hand, minor illusion; 3/day each: charm person, detect magic, invisibility, major image, suggestion; 1/day each: dominate person, fly, plane shift, true seeing.",,,,,,Multiattack. The rakshasa makes two claw attacks.,"Claw. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 9 (2d6 + 2) slashing damage, and the target is cursed if it is a creature. The magical curse takes effect whenever the target takes a short or long rest, filling the target's thoughts with horrible images and dreams. The cursed target gains no benefit from finishing a short or long rest. The curse lasts until it is lifted by a remove curse spell or similar magic.",,,,,,,,,,,,
dndgpt_mon_0175,,Remorhaz,srd 5.1,"Huge monstrosity, unaligned",,17 (natural armor),195 (17d12 + 85),"30 ft., burrow 20 ft.",24 (+7),13 (+1),21 (+5),4 (-3),10 (+0),5 (-3),CON +11,,,"cold, fire",,"darkvision 60 ft., tremorsense 60 ft., passive Perception 10",-,,"11 (7,200 XP)",Heated Body. A creature that touches the remorhaz or hits it with a melee attack while within 5 feet of it takes 10 (3d6) fire damage.,,,,,,,"Bite. Melee Weapon Attack: +11 to hit, reach 10 ft., one target. Hit: 40 (6d10 + 7) piercing damage plus 10 (3d6) fire damage. If the target is a creature, it is grappled (escape DC 17). Until this grapple ends, the target is restrained, and the remorhaz can't bite another target.","Swallow. The remorhaz makes one bite attack against a Medium or smaller creature it is grappling. If the attack hits, that creature takes the bite's damage and is swallowed, and the grapple ends. While swallowed, the creature is blinded and restrained, it has total cover against attacks and other effects outside the remorhaz, and it takes 21 (6d6) acid damage at the start of each of the remorhaz's turns. If the remorhaz takes 30 damage or more on a single turn from a creature inside it, the remorhaz must succeed on a DC 15 Constitution saving throw at the end of that turn or regurgitate all swallowed creatures, which fall prone in a space within 10 feet of the remorhaz. If the remorhaz dies, a swallowed creature is no longer restrained by it and can escape from the corpse using 15 feet of movement, exiting prone.",,,,,,,,,,,,
dndgpt_mon_0176,,Roc,srd 5.1,"Gargantuan monstrosity, unaligned",,15 (natural armor),248 (16d20 + 80),"20 ft., fly 120 ft.",28 (+9),10 (+0),20 (+5),3 (-4),10 (+0),9 (-1),"Dex +4, Con +9, Wis +4, Cha +3",,,,,passive Perception 14,-,Perception +4,"11 (7,200 XP)",Keen Sight. The roc has advantage on Wisdom (Perception) checks that rely on sight.,,,,,,,Multiattack. The roc makes two attacks: one with its beak and one with its talons.,"Beak. Melee Weapon Attack: +13 to hit, reach 10 ft., one target. Hit: 27 (4d8 + 9) piercing damage.","Talons. Melee Weapon Attack: +13 to hit, reach 5 ft., one target. Hit: 23 (4d6 + 9) slashing damage, and the target is grappled (escape DC 19). Until this grapple ends, the target is restrained, and the roc can't use its talons on another target.",,,,,,,,,,,
dndgpt_mon_0177,,Roper,srd 5.1,Large monstrosity,Neutral Evil,20 (natural armor),93 (11d10 + 33),"10 ft., climb 10 ft.",18 (+4),8 (-1),17 (+3),7 (-2),16 (+3),6 (-2),"CON +6, WIS +6",,,,,"darkvision 60 ft., passive Perception 16",-,"Perception +6, Stealth +5","5 (1,800 XP)","False Appearance. While the roper remains motionless, it is indistinguishable from a normal cave formation, such as a stalagmite.","Grasping Tendrils. The roper can have up to six tendrils at a time. Each tendril can be attacked (AC 20; 10 hit points; immunity to poison and psychic damage). Destroying a tendril deals no damage to the roper, which can extrude a replacement tendril on its next turn. A tendril can also be broken if a creature takes an action and succeeds on a DC 15 Strength check against it.","Spider Climb. The roper can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.",,,,,"Multiattack. The roper makes four attacks with its tendrils, uses Reel, and makes one attack with its bite.","Bite. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 22 (4d8 + 4) piercing damage.","Tendril. Melee Weapon Attack: +7 to hit, reach 50 ft., one creature. Hit: The target is grappled (escape DC 15). Until the grapple ends, the target is restrained and has disadvantage on Strength checks and Strength saving throws, and the roper can't use the same tendril on another target.",Reel. The roper pulls each creature grappled by it up to 25 feet straight toward it.,,,,,,,,,,
dndgpt_mon_0178,,Rust Monster,srd 5.1,"Medium monstrosity, unaligned",,14 (natural armor),27 (5d8 + 5),40 ft.,13 (+1),12 (+1),13 (+1),2 (-4),13 (+1),6 (-2),"DEX +3, WIS +3",,,,,"darkvision 60 ft., passive Perception 11",-,,1/2 (100 XP),"Iron Scent. The rust monster can pinpoint, by scent, the location of ferrous metal within 30 feet of it.","Rust Metal. Any nonmagical weapon made of metal that hits the rust monster corrodes. After dealing damage, the weapon takes a permanent and cumulative -1 penalty to damage rolls. If its penalty drops to -5, the weapon is destroyed. Nonmagical ammunition made of metal that hits the rust monster is destroyed after dealing damage.",,,,,,"Bite. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 5 (1d8 + 1) piercing damage.","Antennae. The rust monster corrodes a nonmagical ferrous metal object it can see within 5 feet of it. If the object isn't being worn or carried, the touch destroys a 1-foot cube of it. If the object is being worn or carried by a creature, the creature can make a DC 11 Dexterity saving throw to avoid the rust monster's touch. If the object touched is either metal armor or a metal shield being worn or carried, its takes a permanent and cumulative -1 penalty to the AC it offers. Armor reduced to an AC of 10 or a shield that drops to a +0 bonus is destroyed. If the object touched is a held metal weapon, it rusts as described in the Rust Metal trait.",,,,,,,,,,,,
dndgpt_mon_0179,,Sahuagin,srd 5.1,Medium humanoid (sahuagin),lawful evil,12 (natural armor),22 (4d8 + 4),"30 ft., swim 40 ft.",13 (+1),11 (+0),12 (+1),12 (+1),13 (+1),9 (-1),"DEX +2, WIS +3",,,,,"darkvision 120 ft., passive Perception 15",Sahuagin,Perception +5,1/2 (100 XP),Blood Frenzy. The sahuagin has advantage on melee attack rolls against any creature that doesn't have all its hit points.,"Limited Amphibiousness. The sahuagin can breathe air and water, but it needs to be submerged at least once every 4 hours to avoid suffocating.","Shark Telepathy. The sahuagin can magically command any shark within 120 feet of it, using a limited telepathy.",,,,,Multiattack. The sahuagin makes two melee attacks: one with its bite and one with its claws or spear.,"Bite. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 3 (1d4 + 1) piercing damage.","Claws. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 3 (1d4 + 1) slashing damage.","Spear. Melee or Ranged Weapon Attack: +3 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 4 (1d6 + 1) piercing damage, or 5 (1d8 + 1) piercing damage if used with two hands to make a melee attack.",,,,,,,,,,
dndgpt_mon_0180,,Salamander,srd 5.1,"Large elemental, neutral evil",neutral evil,15 (natural armor),90 (12d10 + 24),30 ft.,18 (+4),14 (+2),15 (+2),11 (+0),10 (+0),12 (+1),"STR +7, DEX +5, CON +5",cold,"bludgeoning, piercing, and slashing from nonmagical attacks",fire,,"darkvision 60 ft., passive Perception 10",Ignan,,"5 (1,800 XP)",Heated Body. A creature that touches the salamander or hits it with a melee attack while within 5 feet of it takes 7 (2d6) fire damage.,Heated Weapons. Any metal melee weapon the salamander wields deals an extra 3 (1d6) fire damage on a hit (included in the attack).,,,,,,Multiattack. The salamander makes two attacks: one with its spear and one with its tail.,"Spear. Melee or Ranged Weapon Attack: +7 to hit, reach 5 ft. or range 20 ft./60 ft., one target. Hit: 11 (2d6 + 4) piercing damage, or 13 (2d8 + 4) piercing damage if used with two hands to make a melee attack, plus 3 (1d6) fire damage.","Tail. Melee Weapon Attack: +7 to hit, reach 10 ft., one target. Hit: 11 (2d6 + 4) bludgeoning damage plus 7 (2d6) fire damage, and the target is grappled (escape DC 14). Until this grapple ends, the target is restrained, the salamander can automatically hit the target with its tail, and the salamander can't make tail attacks against other targets.",,,,,,,,,,,
dndgpt_mon_0181,,Satyr,srd 5.1,Medium fey,chaotic neutral,14 (leather armor),31 (7d8),40 ft.,12 (+1),16 (+3),11 (+0),12 (+1),10 (+0),14 (+2),,,,,,passive Perception 12,"Common, Elvish, Sylvan","Perception +2, Performance +6, Stealth +5",1/2 (100 XP),Magic Resistance. The satyr has advantage on saving throws against spells and other magical effects.,,,,,,,"Ram. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 6 (2d4 + 1) bludgeoning damage.","Shortsword. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) piercing damage.","Shortbow. Ranged Weapon Attack: +5 to hit, range 80/320 ft., one target. Hit: 6 (1d6 + 3) piercing damage.",,,,,,,,,,,
dndgpt_mon_0182,,Shadow,srd 5.1,"Medium undead, chaotic evil",Chaotic Evil,12,16 (3d8 + 3),40 ft.,6 (-2),14 (+2),13 (+1),6 (-2),10 (+0),8 (-1),DEX +4,radiant,"acid, cold, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison","exhaustion, frightened, grappled, paralyzed, petrified, poisoned, prone, restrained","darkvision 60 ft., passive Perception 10",-,Stealth +4 (+6 in dim light or darkness),1/2 (100 XP),Amorphous. The shadow can move through a space as narrow as 1 inch wide without squeezing.,"Shadow Stealth. While in dim light or darkness, the shadow can take the Hide action as a bonus action.","Sunlight Weakness. While in sunlight, the shadow has disadvantage on attack rolls, ability checks, and saving throws.",,,,,"Strength Drain. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 9 (2d6 + 2) necrotic damage, and the target's Strength score is reduced by 1d4. The target dies if this reduces its Strength to 0. Otherwise, the reduction lasts until the target finishes a short or long rest. If a non-evil humanoid dies from this attack, a new shadow rises from the corpse 1d4 hours later.",,,,,,,,,,,,,
dndgpt_mon_0183,,Shambling Mound,srd 5.1,"Large plant, unaligned",,15 (natural armor),136 (16d10 + 48),"20 ft., swim 20 ft.",18 (+4),8 (-1),16 (+3),5 (-3),10 (+0),5 (-3),CON +7,,"cold, fire",lightning,"blinded, deafened, exhaustion","blindsight 60 ft. (blind beyond this radius), passive Perception 10",-,Stealth +2,"5 (1,800 XP)","Lightning Absorption. Whenever the shambling mound is subjected to lightning damage, it takes no damage and regains a number of hit points equal to the lightning damage dealt.",,,,,,,"Multiattack. The shambling mound makes two slam attacks. If both attacks hit a Medium or smaller target, the target is grappled (escape DC 14), and the shambling mound uses its Engulf on it.","Slam. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) bludgeoning damage.","Engulf. The shambling mound engulfs a Medium or smaller creature grappled by it. The engulfed target is blinded, restrained, and unable to breathe, and it must succeed on a DC 14 Constitution saving throw at the start of each of the mound's turns or take 13 (2d8 + 4) bludgeoning damage. If the mound moves, the engulfed target moves with it. The mound can have only one creature engulfed at a time.",,,,,,,,,,,
dndgpt_mon_0184,,Shield Guardian,srd 5.1,"Large construct, unaligned",,17 (natural armor),142 (15d10 + 60),30 ft.,18 (+4),8 (-1),18 (+4),7 (-2),10 (+0),3 (-4),"CON +9, WIS +3",,,poison,"charmed, exhaustion, frightened, paralyzed, poisoned","blindsight 10 ft., darkvision 60 ft., passive Perception 10",understands commands given in any language but can't speak,,"7 (2,900 XP)","Bound. The shield guardian is magically bound to an amulet. As long as the guardian and its amulet are on the same plane of existence, the amulet's wearer can telepathically call the guardian to travel to it, and the guardian knows the distance and direction to the amulet. If the guardian is within 60 feet of the amulet's wearer, half of any damage the wearer takes (rounded up) is transferred to the guardian.",Regeneration. The shield guardian regains 10 hit points at the start of its turn if it has at least 1 hit point.,"Spell Storing. A spellcaster who wears the shield guardian's amulet can cause the guardian to store one spell of 4th level or lower. To do so, the wearer must cast the spell on the guardian. The spell has no effect but is stored within the guardian. When commanded to do so by the wearer or when a situation arises that was predefined by the spellcaster, the guardian casts the stored spell with any parameters set by the original caster, requiring no components. When the spell is cast or a new spell is stored, any previously stored spell is lost.",,,,,Multiattack. The guardian makes two fist attacks.,"Fist. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) bludgeoning damage.",,,,,,,,,,,,
dndgpt_mon_0185,Skeletons,Skeleton,srd 5.1,Medium undead,lawful evil,13 (armor scraps),13 (2d8 + 4),30 ft.,10 (+0),14 (+2),15 (+2),6 (-2),8 (-1),5 (-3),,bludgeoning,,poison,"exhaustion, poisoned","darkvision 60 ft., passive Perception 9",understands all languages it knew in life but can't speak,,1/4 (50 XP),,,,,,,,"Shortsword. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage.","Shortbow. Ranged Weapon Attack: +4 to hit, range 80/320 ft., one target. Hit: 5 (1d6 + 2) piercing damage.",,,,,,,,,,,,
dndgpt_mon_0186,Skeletons,Minotaur Skeleton,srd 5.1,"Large undead, lawful evil",lawful evil,12 (natural armor),67 (9d10 + 18),40 ft.,18 (+4),11 (+0),15 (+2),6 (-2),8 (-1),5 (-3),"DEX +2, CON +4",bludgeoning,,poison,"exhaustion, poisoned","darkvision 60 ft., passive Perception 9",understands Abyssal but can't speak,,2 (450 XP),"Charge. If the skeleton moves at least 10 feet straight toward a target and then hits it with a gore attack on the same turn, the target takes an extra 9 (2d8) piercing damage. If the target is a creature, it must succeed on a DC 14 Strength saving throw or be pushed up to 10 feet away and knocked prone.",,,,,,,"Shortsword. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage.","Shortbow. Ranged Weapon Attack: +4 to hit, range 80/320 ft., one target. Hit: 5 (1d6 + 2) piercing damage.",,,,,,,,,,,,
dndgpt_mon_0187,Skeletons,Warhorse Skeleton,srd 5.1,Large undead,lawful evil,13 (barding scraps),22 (3d10 + 6),60 ft.,18 (+4),12 (+1),15 (+2),2 (-4),8 (-1),5 (-3),,bludgeoning,,poison,"exhaustion, poisoned","darkvision 60 ft., passive Perception 9",-,,1/2 (100 XP),,,,,,,,"Hooves. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) bludgeoning damage.",,,,,,,,,,,,,
dndgpt_mon_0188,,Specter,srd 5.1,Medium undead,chaotic evil,12,22 (5d8),"0 ft., fly 50 ft. (hover)",1 (-5),14 (+2),11 (+0),10 (+0),10 (+0),11 (+0),"DEX +4, WIS +2",,"acid, cold, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison","charmed, exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, unconscious","darkvision 60 ft., passive Perception 10",understands all languages it knew in life but can't speak,,1 (200 XP),Incorporeal Movement. The specter can move through other creatures and objects as if they were difficult terrain. It takes 5 (1d10) force damage if it ends its turn inside an object.,"Sunlight Sensitivity. While in sunlight, the specter has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight.",,,,,,"Life Drain. Melee Spell Attack: +4 to hit, reach 5 ft., one creature. Hit: 10 (3d6) necrotic damage. The target must succeed on a DC 10 Constitution saving throw or its hit point maximum is reduced by an amount equal to the damage taken. This reduction lasts until the creature finishes a long rest. The target dies if this effect reduces its hit point maximum to 0.",,,,,,,,,,,,,
